Satellite,Epoch Time,L1C,C1C
G06,2025-03-11 11:06:23,22794504.758,119786110.179
G09,2025-03-11 11:06:23,24555898.758,129042136.021
G22,2025-03-11 11:06:23,25231080.922,
G13,2025-03-11 11:06:23,23135618.375,121578670.003
G25,2025-03-11 11:06:23,23399756.898,122966556.226
G15,2025-03-11 11:06:23,25310913.547,133009802.438
G11,2025-03-11 11:06:23,21838883.273,114764308.917
G05,2025-03-11 11:06:24,21085034.32,110802810.919
G19,2025-03-11 11:06:24,21770310.977,114404028.265
G20,2025-03-11 11:06:24,20596285.781,108234520.3
G17,2025-03-11 11:06:24,24188404.125,127110898.121
G12,2025-03-11 11:06:24,21923837.25,115210535.181
G06,2025-03-11 11:06:24,22794626.727,119786750.952
G09,2025-03-11 11:06:24,24556277.852,129044123.721
G22,2025-03-11 11:06:24,25231602.914,
G13,2025-03-11 11:06:24,23134927.297,121575038.232
G25,2025-03-11 11:06:24,23399517.141,122965295.728
G15,2025-03-11 11:06:24,25310159.891,133005841.429
G11,2025-03-11 11:06:24,21838849.422,114764131.038
G05,2025-03-11 11:06:25,21084726.828,110801195.795
G19,2025-03-11 11:06:25,21770680.734,114405973.828
G20,2025-03-11 11:06:25,20596395.055,108235095.857
G17,2025-03-11 11:06:25,24188855.953,127113273.62
G12,2025-03-11 11:06:25,21923904.625,115210887.528
G06,2025-03-11 11:06:25,22794748.32,119787391.7
G09,2025-03-11 11:06:25,24556655.766,129046111.812
G22,2025-03-11 11:06:25,25232126.57,132595734.8811
G13,2025-03-11 11:06:25,23134235.172,121571406.416
G25,2025-03-11 11:06:25,23399277.273,122964035.751
G15,2025-03-11 11:06:25,25309406.711,133001880.231
G11,2025-03-11 11:06:25,21838815.555,114763953.131
G05,2025-03-11 11:06:26,21084419.711,110799581.187
G19,2025-03-11 11:06:26,21771051.086,114407919.873
G20,2025-03-11 11:06:26,20596504.664,108235671.772
G17,2025-03-11 11:06:26,24189307.352,127115649.419
G12,2025-03-11 11:06:26,21923971.656,115211240.474
G06,2025-03-11 11:06:26,22794870.789,119788032.485
G09,2025-03-11 11:06:26,24557033.578,129048100.36
G22,2025-03-11 11:06:26,25232649.469,132598485.011
G13,2025-03-11 11:06:26,23133543.891,121567774.64
G25,2025-03-11 11:06:26,23399037.609,122962776.374
G15,2025-03-11 11:06:26,25308652.703,132997918.927
G11,2025-03-11 11:06:26,21838781.719,114763775.287
G05,2025-03-11 11:06:27,21084112.523,110797967.098
G19,2025-03-11 11:06:27,21771421.523,114409866.4
G20,2025-03-11 11:06:27,20596614.844,108236248.048
G17,2025-03-11 11:06:27,24189760.039,127118025.542
G12,2025-03-11 11:06:27,21924039.094,115211594.03
G06,2025-03-11 11:06:27,22794992.242,119788673.3
G09,2025-03-11 11:06:27,24557411.891,129050089.373
G22,2025-03-11 11:06:27,25233174.414,132601235.019
G13,2025-03-11 11:06:27,23132853.219,121564142.9
G25,2025-03-11 11:06:27,23398798.492,122961517.58
G15,2025-03-11 11:06:27,25307899.102,132993957.508
G11,2025-03-11 11:06:27,21838748.07,114763597.492
G05,2025-03-11 11:06:28,21083805.922,110796353.51
G19,2025-03-11 11:06:28,21771792.063,114411813.392
G20,2025-03-11 11:06:28,20596724.484,108236824.658
G17,2025-03-11 11:06:28,24190212.445,127120401.958
G12,2025-03-11 11:06:28,21924106.609,115211948.172
G06,2025-03-11 11:06:28,22795114.984,119789314.132
G09,2025-03-11 11:06:28,24557789.609,129052078.81
G22,2025-03-11 11:06:28,25233697.297,132603984.88
G13,2025-03-11 11:06:28,23132161.969,121560511.189
G25,2025-03-11 11:06:28,23398558.875,122960259.374
G15,2025-03-11 11:06:28,25307145.891,132989995.972
G11,2025-03-11 11:06:28,21838713.93,114763419.742
G05,2025-03-11 11:06:29,21083498.563,110794740.395
G19,2025-03-11 11:06:29,21772162.367,114413760.833
G20,2025-03-11 11:06:29,20596834.258,108237401.598
G17,2025-03-11 11:06:29,24190664.969,127122778.652
G12,2025-03-11 11:06:29,21924174.047,115212302.9
G06,2025-03-11 11:06:29,22795236.977,119789954.959
G09,2025-03-11 11:06:29,24558167.625,129054068.699
G22,2025-03-11 11:06:29,25234221.008,132606734.593
G13,2025-03-11 11:06:29,23131470.625,121556879.484
G25,2025-03-11 11:06:29,23398319.969,122959001.735
G15,2025-03-11 11:06:29,25306391.953,132986034.293
G11,2025-03-11 11:06:29,21838680.219,114763242.015
G05,2025-03-11 11:06:30,21083191.719,110793127.757
G19,2025-03-11 11:06:30,21772533.313,114415708.706
G20,2025-03-11 11:06:30,20596944.234,108237978.849
G17,2025-03-11 11:06:30,24191116.617,127125155.621
G12,2025-03-11 11:06:30,21924241.695,115212658.185
G06,2025-03-11 11:06:30,22795358.641,119790595.778
G09,2025-03-11 11:06:30,24558547.102,129056058.992
G22,2025-03-11 11:06:30,25234742.547,132609484.115
G13,2025-03-11 11:06:30,23130779.398,121553247.775
G25,2025-03-11 11:06:30,23398080.375,122957744.644
G15,2025-03-11 11:06:30,25305637.75,132982072.453
G11,2025-03-11 11:06:30,21838646.211,114763064.307
G05,2025-03-11 11:06:31,21082884.883,110791515.611
G19,2025-03-11 11:06:31,21772903.938,114417657.005
G20,2025-03-11 11:06:31,20597054.023,108238556.401
G17,2025-03-11 11:06:31,24191569.0,127127532.843
G12,2025-03-11 11:06:31,21924309.453,115213014.026
G06,2025-03-11 11:06:31,22795480.727,119791236.586
G09,2025-03-11 11:06:31,24558926.047,129058049.683
G22,2025-03-11 11:06:31,25235266.438,132612233.4811
G13,2025-03-11 11:06:31,23130088.344,121549616.052
G25,2025-03-11 11:06:31,23397841.094,122956488.103
G15,2025-03-11 11:06:31,25304883.93,132978110.439
G11,2025-03-11 11:06:31,21838612.344,114762886.601
G05,2025-03-11 11:06:32,21082578.367,110789903.934
G19,2025-03-11 11:06:32,21773274.914,114419605.731
G20,2025-03-11 11:06:32,20597164.117,108239134.263
G17,2025-03-11 11:06:32,24192021.375,127129910.334
G12,2025-03-11 11:06:32,21924377.305,115213370.408
G06,2025-03-11 11:06:32,22795602.547,119791877.381
G09,2025-03-11 11:06:32,24559305.664,129060040.777
G22,2025-03-11 11:06:32,25235790.281,
G13,2025-03-11 11:06:32,23129397.555,121545984.324
G25,2025-03-11 11:06:32,23397601.867,122955232.088
G15,2025-03-11 11:06:32,25304130.617,132974148.278
G11,2025-03-11 11:06:32,21838578.563,114762708.899
G05,2025-03-11 11:06:33,21082271.664,110788292.732
G19,2025-03-11 11:06:33,21773645.938,114421554.888
G20,2025-03-11 11:06:33,20597273.719,108239712.431
G17,2025-03-11 11:06:33,24192473.828,127132288.083
G12,2025-03-11 11:06:33,21924445.211,115213727.359
G06,2025-03-11 11:06:33,22795724.484,119792518.153
G09,2025-03-11 11:06:33,24559684.117,129062032.288
G22,2025-03-11 11:06:33,25236311.156,
G13,2025-03-11 11:06:33,23128706.281,121542352.579
G25,2025-03-11 11:06:33,23397362.898,122953976.629
G15,2025-03-11 11:06:33,25303376.672,132970185.963
G11,2025-03-11 11:06:33,21838544.883,114762531.204
G05,2025-03-11 11:06:34,21081965.172,110786681.97
G19,2025-03-11 11:06:34,21774016.633,114423504.458
G20,2025-03-11 11:06:34,20597384.234,108240290.887
G17,2025-03-11 11:06:34,24192927.352,127134666.069
G12,2025-03-11 11:06:34,21924513.305,115214084.844
G06,2025-03-11 11:06:34,22795846.258,119793158.882
G09,2025-03-11 11:06:34,24560063.578,129064024.167
G22,2025-03-11 11:06:34,25236835.477,
G13,2025-03-11 11:06:34,23128014.578,121538720.83
G25,2025-03-11 11:06:34,23397124.344,122952721.712
G15,2025-03-11 11:06:34,25302622.477,132966223.447
G11,2025-03-11 11:06:34,21838510.797,114762353.498
G05,2025-03-11 11:06:35,21081658.961,110785071.658
G19,2025-03-11 11:06:35,21774387.984,114425454.438
G20,2025-03-11 11:06:35,20597494.328,108240869.626
G17,2025-03-11 11:06:35,24193379.43,127137044.293
G12,2025-03-11 11:06:35,21924581.383,115214442.863
G06,2025-03-11 11:06:35,22795968.43,119793799.584
G09,2025-03-11 11:06:35,24560442.406,129066016.454
G22,2025-03-11 11:06:35,25237359.5,
G13,2025-03-11 11:06:35,23127324.836,121535089.052
G25,2025-03-11 11:06:35,23396885.07,122951467.293
G15,2025-03-11 11:06:35,25301867.641,132962260.755
G11,2025-03-11 11:06:35,21838477.266,114762175.774
G05,2025-03-11 11:06:36,21081352.352,110783461.787
G19,2025-03-11 11:06:36,21774758.719,114427404.819
G20,2025-03-11 11:06:36,20597604.445,108241448.648
G17,2025-03-11 11:06:36,24193831.172,127139422.718
G12,2025-03-11 11:06:36,21924649.57,115214801.414
G06,2025-03-11 11:06:36,22796089.547,119794440.254
G09,2025-03-11 11:06:36,24560821.258,129068009.095
G22,2025-03-11 11:06:36,25237882.375,
G13,2025-03-11 11:06:36,23126633.68,121531457.235
G25,2025-03-11 11:06:36,23396647.406,122950213.394
G15,2025-03-11 11:06:36,25301114.664,132958297.889
G11,2025-03-11 11:06:36,21838443.414,114761998.032
G05,2025-03-11 11:06:37,21081046.156,110781852.403
G19,2025-03-11 11:06:37,21775130.461,114429355.637
G20,2025-03-11 11:06:37,20597714.844,108242027.98
G17,2025-03-11 11:06:37,24194283.531,127141801.46
G12,2025-03-11 11:06:37,21924718.031,115215160.528
G06,2025-03-11 11:06:37,22796212.047,119795080.906
G09,2025-03-11 11:06:37,24561200.695,129070002.179
G22,2025-03-11 11:06:37,25238405.016,132628725.672
G13,2025-03-11 11:06:37,23125942.641,121527825.453
G25,2025-03-11 11:06:37,23396408.664,122948960.059
G15,2025-03-11 11:06:37,25300360.18,132954334.87
G11,2025-03-11 11:06:37,21838409.398,114761820.31
G05,2025-03-11 11:06:38,21080739.922,110780243.481
G19,2025-03-11 11:06:38,21775502.258,114431306.879
G20,2025-03-11 11:06:38,20597824.906,108242607.614
G17,2025-03-11 11:06:38,24194735.688,127144180.408
G12,2025-03-11 11:06:38,21924786.461,115215520.192
G06,2025-03-11 11:06:38,22796334.305,119795721.548
G09,2025-03-11 11:06:38,24561579.656,129071995.664
G22,2025-03-11 11:06:38,25238928.148,132631473.684
G13,2025-03-11 11:06:38,23125250.945,121524193.644
G25,2025-03-11 11:06:38,23396170.023,122947707.256
G15,2025-03-11 11:06:38,25299605.898,132950371.678
G11,2025-03-11 11:06:38,21838375.5,114761642.583
G05,2025-03-11 11:06:39,21080433.938,110778635.011
G19,2025-03-11 11:06:39,21775873.07,114433258.532
G20,2025-03-11 11:06:39,20597935.188,108243187.54
G17,2025-03-11 11:06:39,24195189.766,127146559.629
G12,2025-03-11 11:06:39,21924854.695,115215880.399
G06,2025-03-11 11:06:39,22796455.578,119796362.153
G09,2025-03-11 11:06:39,24561958.625,129073989.532
G22,2025-03-11 11:06:39,25239450.906,
G13,2025-03-11 11:06:39,23124560.016,121520561.802
G25,2025-03-11 11:06:39,23395932.492,122946454.988
G15,2025-03-11 11:06:39,25298852.344,132946408.314
G11,2025-03-11 11:06:39,21838342.141,114761464.845
G05,2025-03-11 11:06:40,21080127.969,110777027.028
G19,2025-03-11 11:06:40,21776244.633,114435210.633
G20,2025-03-11 11:06:40,20598045.43,108243767.782
G17,2025-03-11 11:06:40,24195642.461,127148939.121
G12,2025-03-11 11:06:40,21924923.641,115216241.168
G06,2025-03-11 11:06:40,22796577.813,119797002.752
G09,2025-03-11 11:06:40,24562337.602,129075983.843
G22,2025-03-11 11:06:40,25239972.984,132636969.191
G13,2025-03-11 11:06:40,23123868.656,121516929.964
G25,2025-03-11 11:06:40,23395693.203,122945203.289
G15,2025-03-11 11:06:40,25298098.07,132942444.803
G11,2025-03-11 11:06:40,21838308.031,114761287.13
G05,2025-03-11 11:06:41,21079821.914,110775419.541
G19,2025-03-11 11:06:41,21776615.711,114437163.193
G20,2025-03-11 11:06:41,20598156.172,108244348.369
G17,2025-03-11 11:06:41,24196096.758,127151318.91
G12,2025-03-11 11:06:41,21924992.586,115216602.531
G06,2025-03-11 11:06:41,22796699.484,119797643.377
G09,2025-03-11 11:06:41,24562717.539,129077978.575
G22,2025-03-11 11:06:41,25240496.0,132639716.713
G13,2025-03-11 11:06:41,23123178.375,121513298.147
G25,2025-03-11 11:06:41,23395455.102,122943952.149
G15,2025-03-11 11:06:41,25297344.422,132938481.163
G11,2025-03-11 11:06:41,21838274.805,114761109.459
G05,2025-03-11 11:06:42,21079516.18,110773812.55
G19,2025-03-11 11:06:42,21776987.594,114439116.222
G20,2025-03-11 11:06:42,20598266.531,108244929.294
G17,2025-03-11 11:06:42,24196548.867,127153698.997
G12,2025-03-11 11:06:42,21925061.336,115216964.486
G06,2025-03-11 11:06:42,22796821.148,119798284.005
G09,2025-03-11 11:06:42,24563097.398,129079973.765
G22,2025-03-11 11:06:42,25241020.875,132642464.068
G13,2025-03-11 11:06:42,23122487.813,121509666.361
G25,2025-03-11 11:06:42,23395217.141,122942701.603
G15,2025-03-11 11:06:42,25296590.242,132934517.404
G11,2025-03-11 11:06:42,21838240.797,114760931.822
G05,2025-03-11 11:06:43,21079210.398,110772206.032
G19,2025-03-11 11:06:43,21777359.242,114441069.667
G20,2025-03-11 11:06:43,20598377.039,108245510.522
G17,2025-03-11 11:06:43,24197002.047,127156079.344
G12,2025-03-11 11:06:43,21925130.234,115217327.002
G06,2025-03-11 11:06:43,22796943.211,119798924.632
G09,2025-03-11 11:06:43,24563476.641,129081969.373
G22,2025-03-11 11:06:43,25241542.789,132645211.274
G13,2025-03-11 11:06:43,23121795.906,121506034.563
G25,2025-03-11 11:06:43,23394979.695,122941451.596
G15,2025-03-11 11:06:43,25295835.109,132930553.495
G11,2025-03-11 11:06:43,21838207.133,114760754.202
G05,2025-03-11 11:06:44,21078904.938,110770599.989
G19,2025-03-11 11:06:44,21777731.367,114443023.538
G20,2025-03-11 11:06:44,20598488.336,108246092.054
G17,2025-03-11 11:06:44,24197454.688,127158459.951
G12,2025-03-11 11:06:44,21925199.172,115217690.059
G06,2025-03-11 11:06:44,22797065.195,119799565.236
G09,2025-03-11 11:06:44,24563855.531,129083965.365
G22,2025-03-11 11:06:44,25242066.172,132647958.275
G13,2025-03-11 11:06:44,23121104.5,121502402.746
G25,2025-03-11 11:06:44,23394741.867,122940202.13
G15,2025-03-11 11:06:44,25295081.297,132926589.416
G11,2025-03-11 11:06:44,21838172.992,114760576.577
G05,2025-03-11 11:06:45,21078599.359,110768994.346
G19,2025-03-11 11:06:45,21778103.25,114444977.781
G20,2025-03-11 11:06:45,20598598.844,108246673.838
G17,2025-03-11 11:06:45,24197907.406,127160840.75
G12,2025-03-11 11:06:45,21925268.531,115218053.621
G06,2025-03-11 11:06:45,22797187.234,119800205.769
G09,2025-03-11 11:06:45,24564236.422,129085961.709
G22,2025-03-11 11:06:45,25242588.063,132650705.031
G13,2025-03-11 11:06:45,23120413.852,121498770.863
G25,2025-03-11 11:06:45,23394503.672,122938953.141
G15,2025-03-11 11:06:45,25294327.164,132922625.121
G11,2025-03-11 11:06:45,21838139.438,114760398.899
G05,2025-03-11 11:06:46,21078293.82,110767389.178
G19,2025-03-11 11:06:46,21778475.164,114446932.457
G20,2025-03-11 11:06:46,20598709.586,108247255.923
G17,2025-03-11 11:06:46,24198359.547,127163221.836
G12,2025-03-11 11:06:46,21925337.477,115218417.732
G06,2025-03-11 11:06:46,22797309.68,119800846.279
G09,2025-03-11 11:06:46,24564617.023,129087958.44
G22,2025-03-11 11:06:46,25243110.688,132653451.593
G13,2025-03-11 11:06:46,23119722.922,121495138.969
G25,2025-03-11 11:06:46,23394266.758,122937704.705
G15,2025-03-11 11:06:46,25293572.813,132918660.659
G11,2025-03-11 11:06:46,21838105.469,114760221.228
G05,2025-03-11 11:06:47,21077988.734,110765784.517
G19,2025-03-11 11:06:47,21778847.625,114448887.589
G20,2025-03-11 11:06:47,20598820.594,108247838.358
G17,2025-03-11 11:06:47,24198813.109,127165603.21
G12,2025-03-11 11:06:47,21925407.148,115218782.437
G06,2025-03-11 11:06:47,22797430.883,119801486.813
G09,2025-03-11 11:06:47,24564998.594,129089955.616
G22,2025-03-11 11:06:47,25243631.891,132656198.056
G13,2025-03-11 11:06:47,23119031.242,121491507.109
G25,2025-03-11 11:06:47,23394028.938,122936456.846
G15,2025-03-11 11:06:47,25292817.516,132914696.078
G11,2025-03-11 11:06:47,21838071.445,114760043.604
G05,2025-03-11 11:06:48,21077683.25,110764180.352
G19,2025-03-11 11:06:48,21779219.695,114450843.179
G20,2025-03-11 11:06:48,20598931.414,108248421.123
G17,2025-03-11 11:06:48,24199265.813,127167984.862
G12,2025-03-11 11:06:48,21925476.617,115219147.725
G06,2025-03-11 11:06:48,22797553.078,119802127.359
G09,2025-03-11 11:06:48,24565378.992,129091953.234
G22,2025-03-11 11:06:48,25244154.43,132658944.323
G13,2025-03-11 11:06:48,23118340.242,121487875.252
G25,2025-03-11 11:06:48,23393792.031,122935209.574
G15,2025-03-11 11:06:48,25292063.289,132910731.358
G11,2025-03-11 11:06:48,21838037.938,114759866.005
G05,2025-03-11 11:06:49,21077377.852,110762576.663
G19,2025-03-11 11:06:49,21779591.617,114452799.21
G20,2025-03-11 11:06:49,20599042.422,108249004.211
G17,2025-03-11 11:06:49,24199719.891,127170366.789
G12,2025-03-11 11:06:49,21925546.148,115219513.578
G06,2025-03-11 11:06:49,22797675.0,119802767.907
G09,2025-03-11 11:06:49,24565758.266,129093951.254
G22,2025-03-11 11:06:49,25244676.781,132661690.426
G13,2025-03-11 11:06:49,23117648.844,121484243.39
G25,2025-03-11 11:06:49,23393555.242,122933962.849
G15,2025-03-11 11:06:49,25291308.391,132906766.495
G11,2025-03-11 11:06:49,21838004.391,114759688.435
G05,2025-03-11 11:06:50,21077072.914,110760973.466
G19,2025-03-11 11:06:50,21779963.938,114454755.675
G20,2025-03-11 11:06:50,20599153.164,108249587.609
G17,2025-03-11 11:06:50,24200172.891,127172748.999
G12,2025-03-11 11:06:50,21925616.203,115219879.991
G06,2025-03-11 11:06:50,22797796.781,119803408.448
G09,2025-03-11 11:06:50,24566138.438,129095949.712
G22,2025-03-11 11:06:50,25245200.82,132664436.35
G13,2025-03-11 11:06:50,23116956.961,121480611.549
G25,2025-03-11 11:06:50,23393317.508,122932716.688
G15,2025-03-11 11:06:50,25290553.672,132902801.476
G11,2025-03-11 11:06:50,21837969.75,114759510.881
G05,2025-03-11 11:06:51,21076768.0,110759370.699
G19,2025-03-11 11:06:51,21780336.203,114456712.538
G20,2025-03-11 11:06:51,20599264.102,108250171.286
G17,2025-03-11 11:06:51,24200626.672,127175131.422
G12,2025-03-11 11:06:51,21925685.773,115220246.932
G06,2025-03-11 11:06:51,22797918.172,119804048.937
G09,2025-03-11 11:06:51,24566518.258,129097948.55
G22,2025-03-11 11:06:51,25245723.094,132667182.096
G13,2025-03-11 11:06:51,23116265.734,121476979.661
G25,2025-03-11 11:06:51,23393080.961,122931471.031
G15,2025-03-11 11:06:51,25289800.0,132898836.271
G11,2025-03-11 11:06:51,21837936.344,114759333.294
G05,2025-03-11 11:06:52,21076463.07,110757768.393
G19,2025-03-11 11:06:52,21780708.883,114458669.826
G20,2025-03-11 11:06:52,20599375.188,108250755.252
G17,2025-03-11 11:06:52,24201080.148,127177514.127
G12,2025-03-11 11:06:52,21925755.602,115220614.418
G06,2025-03-11 11:06:52,22798041.016,119804689.412
G09,2025-03-11 11:06:52,24566898.984,129099947.787
G22,2025-03-11 11:06:52,25246245.633,132669927.625
G13,2025-03-11 11:06:52,23115574.352,121473347.749
G25,2025-03-11 11:06:52,23392843.984,122930225.911
G15,2025-03-11 11:06:52,25289045.867,132894870.899
G11,2025-03-11 11:06:52,21837902.531,114759155.714
G05,2025-03-11 11:06:53,21076158.148,110756166.541
G19,2025-03-11 11:06:53,21781081.328,114460627.515
G20,2025-03-11 11:06:53,20599486.445,108251339.504
G17,2025-03-11 11:06:53,24201534.75,127179897.05
G12,2025-03-11 11:06:53,21925825.469,115220982.436
G06,2025-03-11 11:06:53,22798162.766,119805329.833
G09,2025-03-11 11:06:53,24567278.414,129101947.395
G22,2025-03-11 11:06:53,25246768.563,132672672.959
G13,2025-03-11 11:06:53,23114883.258,121469715.797
G25,2025-03-11 11:06:53,23392606.508,122928981.339
G15,2025-03-11 11:06:53,25288290.742,132890905.351
G11,2025-03-11 11:06:53,21837868.805,114758978.115
G05,2025-03-11 11:06:54,21075853.563,110754565.146
G19,2025-03-11 11:06:54,21781453.742,114462585.633
G20,2025-03-11 11:06:54,20599597.656,108251924.057
G17,2025-03-11 11:06:54,24201987.977,127182280.232
G12,2025-03-11 11:06:54,21925895.992,115221351.007
G06,2025-03-11 11:06:54,22798284.516,119805970.246
G09,2025-03-11 11:06:54,24567659.188,129103947.403
G22,2025-03-11 11:06:54,25247291.477,132675418.093
G13,2025-03-11 11:06:54,23114192.68,121466083.84
G25,2025-03-11 11:06:54,23392370.086,122927737.261
G15,2025-03-11 11:06:54,25287535.641,132886939.64
G11,2025-03-11 11:06:54,21837835.086,114758800.512
G05,2025-03-11 11:06:55,21075548.992,110752964.24
G19,2025-03-11 11:06:55,21781826.68,114464544.204
G20,2025-03-11 11:06:55,20599708.297,108252508.927
G17,2025-03-11 11:06:55,24202441.156,127184663.713
G12,2025-03-11 11:06:55,21925966.109,115221720.147
G06,2025-03-11 11:06:55,22798405.953,119806610.665
G09,2025-03-11 11:06:55,24568040.18,129105947.857
G22,2025-03-11 11:06:55,25247814.469,132678163.065
G13,2025-03-11 11:06:55,23113502.781,121462451.917
G25,2025-03-11 11:06:55,23392134.031,122926493.768
G15,2025-03-11 11:06:55,25286781.867,132882973.794
G11,2025-03-11 11:06:55,21837801.398,114758622.943
G05,2025-03-11 11:06:56,21075244.273,110751363.846
G19,2025-03-11 11:06:56,21782199.375,114466503.252
G20,2025-03-11 11:06:56,20599820.25,108253094.155
G17,2025-03-11 11:06:56,24202894.078,127187047.471
G12,2025-03-11 11:06:56,21926036.266,115222089.881
G06,2025-03-11 11:06:56,22798527.945,119807251.12
G09,2025-03-11 11:06:56,24568420.938,
G22,2025-03-11 11:06:56,25248335.781,
G13,2025-03-11 11:06:56,23112811.469,121458820.021
G25,2025-03-11 11:06:56,23391896.867,122925250.861
G15,2025-03-11 11:06:56,25286025.891,132879007.829
G11,2025-03-11 11:06:56,21837767.188,114758445.427
G05,2025-03-11 11:06:57,21074939.836,110749763.924
G19,2025-03-11 11:06:57,21782572.156,114468462.724
G20,2025-03-11 11:06:57,20599931.992,108253679.686
G17,2025-03-11 11:06:57,24203347.664,127189431.495
G12,2025-03-11 11:06:57,21926106.891,115222460.178
G06,2025-03-11 11:06:57,22798649.609,119807891.559
G09,2025-03-11 11:06:57,24568802.797,
G22,2025-03-11 11:06:57,25248858.836,132683652.577
G13,2025-03-11 11:06:57,23112119.359,121455188.123
G25,2025-03-11 11:06:57,23391660.07,122924008.512
G15,2025-03-11 11:06:57,25285270.883,132875041.703
G11,2025-03-11 11:06:57,21837733.766,114758267.915
G05,2025-03-11 11:06:58,21074635.336,110748164.475
G19,2025-03-11 11:06:58,21782945.477,114470422.644
G20,2025-03-11 11:06:58,20600043.359,108254265.533
G17,2025-03-11 11:06:58,24203801.531,127191815.796
G12,2025-03-11 11:06:58,21926177.25,115222831.04
G06,2025-03-11 11:06:58,22798771.211,119808531.994
G09,2025-03-11 11:06:58,24569182.344,
G22,2025-03-11 11:06:58,25249379.023,
G13,2025-03-11 11:06:58,23111429.156,121451556.222
G25,2025-03-11 11:06:58,23391423.617,122922766.715
G15,2025-03-11 11:06:58,25284516.336,132871075.429
G11,2025-03-11 11:06:58,21837699.844,114758090.422
G05,2025-03-11 11:06:59,21074331.313,110746565.49
G19,2025-03-11 11:06:59,21783318.352,114472382.988
G20,2025-03-11 11:06:59,20600155.031,108254851.692
G17,2025-03-11 11:06:59,24204255.039,127194200.362
G12,2025-03-11 11:06:59,21926248.172,115223202.463
G06,2025-03-11 11:06:59,22798893.242,119809172.418
G09,2025-03-11 11:06:59,24569563.609,129113953.872
G22,2025-03-11 11:06:59,25249901.797,132689141.392
G13,2025-03-11 11:06:59,23110737.828,121447924.303
G25,2025-03-11 11:06:59,23391187.563,122921525.456
G15,2025-03-11 11:06:59,25283761.5,132867108.997
G11,2025-03-11 11:06:59,21837665.828,114757912.944
G05,2025-03-11 11:07:00,21074027.18,110744967.014
G19,2025-03-11 11:07:00,21783691.375,114474343.81
G20,2025-03-11 11:07:00,20600266.5,108255438.194
G17,2025-03-11 11:07:00,24204708.883,127196585.222
G12,2025-03-11 11:07:00,21926318.797,115223574.48
G06,2025-03-11 11:07:00,22799014.992,119809812.866
G09,2025-03-11 11:07:00,24569944.563,129115956.449
G22,2025-03-11 11:07:00,25250425.664,132691885.553
G13,2025-03-11 11:07:00,23110046.156,121444292.441
G25,2025-03-11 11:07:00,23390951.406,122920284.8
G15,2025-03-11 11:07:00,25283006.555,132863142.451
G11,2025-03-11 11:07:00,21837632.273,114757735.514
G05,2025-03-11 11:07:01,21073722.953,110743368.989
G19,2025-03-11 11:07:01,21784064.484,114476305.035
G20,2025-03-11 11:07:01,20600378.406,108256024.98
G17,2025-03-11 11:07:01,24205162.586,127198970.344
G12,2025-03-11 11:07:01,21926389.719,115223947.028
G06,2025-03-11 11:07:01,22799137.008,119810453.283
G09,2025-03-11 11:07:01,24570327.422,129117959.418
G22,2025-03-11 11:07:01,25250946.219,132694629.503
G13,2025-03-11 11:07:01,23109355.047,121440660.532
G25,2025-03-11 11:07:01,23390715.766,122919044.665
G15,2025-03-11 11:07:01,25282252.57,132859175.727
G11,2025-03-11 11:07:01,21837598.617,114757558.066
G05,2025-03-11 11:07:02,21073418.977,110741771.457
G19,2025-03-11 11:07:02,21784437.688,114478266.712
G20,2025-03-11 11:07:02,20600490.297,108256612.107
G17,2025-03-11 11:07:02,24205616.953,127201355.731
G12,2025-03-11 11:07:02,21926460.641,115224320.155
G06,2025-03-11 11:07:02,22799259.219,119811093.714
G09,2025-03-11 11:07:02,24570707.938,129119962.816
G22,2025-03-11 11:07:02,25251469.555,132697373.322
G13,2025-03-11 11:07:02,23108663.867,121437028.658
G25,2025-03-11 11:07:02,23390479.43,122917805.102
G15,2025-03-11 11:07:02,25281498.039,132855208.856
G11,2025-03-11 11:07:02,21837564.523,114757380.652
G05,2025-03-11 11:07:03,21073114.93,110740174.391
G19,2025-03-11 11:07:03,21784811.289,114480228.812
G20,2025-03-11 11:07:03,20600602.039,108257199.547
G17,2025-03-11 11:07:03,24206071.234,127203741.386
G12,2025-03-11 11:07:03,21926531.742,115224693.828
G06,2025-03-11 11:07:03,22799381.141,119811734.116
G09,2025-03-11 11:07:03,24571087.875,129121966.59
G22,2025-03-11 11:07:03,25251990.75,132700116.934
G13,2025-03-11 11:07:03,23107972.414,121433396.765
G25,2025-03-11 11:07:03,23390243.922,122916566.074
G15,2025-03-11 11:07:03,25280742.219,132851241.845
G11,2025-03-11 11:07:03,21837531.211,114757203.24
G05,2025-03-11 11:07:04,21072811.172,110738577.801
G19,2025-03-11 11:07:04,21785184.969,114482191.344
G20,2025-03-11 11:07:04,20600713.586,108257787.298
G17,2025-03-11 11:07:04,24206525.047,127206127.303
G12,2025-03-11 11:07:04,21926603.0,115225068.061
G06,2025-03-11 11:07:04,22799502.914,119812374.495
G09,2025-03-11 11:07:04,24571469.164,129123970.776
G22,2025-03-11 11:07:04,25252512.422,
G13,2025-03-11 11:07:04,23107281.82,121429764.86
G25,2025-03-11 11:07:04,23390009.609,122915327.599
G15,2025-03-11 11:07:04,25279986.266,132847274.638
G11,2025-03-11 11:07:04,21837497.094,114757025.833
G05,2025-03-11 11:07:05,21072506.938,110736981.717
G19,2025-03-11 11:07:05,21785558.016,114484154.343
